,AV,Cmp%,DOB,End_Year,FF,FGA,FGM,FantPt,G,GS,Int,Player,Pos,QBrec,Rec,Ret,Rt,Rush,Sk,Start_Year,TD,Tkl,XPA,XPM,Y/A,Y/R,Yds,Draft_Pick,Draft_Round,Draft_Year,position_group,injured_pct
219,9,,1988-01-22,2011,,,,,36,,4,Asher Allen,DB,,,,,,,2009,0,,,,,,30,86,3,2008,DB,0.16
220,26,,1992-03-18,2016,6,,,,42,,,Anthony Barr,OLB,,,,,,9.5,2014,,146,,,,,,9,1,2008,LB,0.19
221,20,,1992-03-09,2016,1,,,,47,,,Avery Williamson,ILB,,,,,,8.5,2014,,187,,,,,,151,5,2008,LB,0.06
222,17,,1986-11-24,2015,,,,,59,,8,Kenny Phillips,DB,,,,,,,2008,0,,,,,,72,31,1,2008,DB,0.38
224,1,,1991-11-23,2016,,,,14.2,15,,,Walt Powell,WR,,14,,,,,2014,0,,,,,10.1,142,196,6,2008,WR,0.19
225,8,,1991-05-05,2015,0,,,,40,,,Jonathan Bostic,LB,,,,,,2.0,2013,,103,,,,,,50,2,2008,LB,0.46
226,3,,1987-12-03,2013,,,,72.5,38,,,Brian Robiskie,WR,,43,,,,,2009,4,,,,,11.3,485,36,2,2008,WR,0.23
227,97,61.5,1985-01-16,2016,,,,1921.2,138,,117,Joe Flacco,QB,83-55-0,,,,,,2008,182,,,,6.9,,32639,18,1,2008,QB,0.09
229,25,,1989-03-02,2016,,,,401.6,63,,,Shane Vereen,RB,,177,,,311,,2011,11,,,,4.3,9.1,1612,56,2,2008,RB,0.36
230,63,,1986-08-24,2016,,,,1281.5,80,,,Arian Foster,RB,,,,,1476,,2009,54,,,,4.4,,6527,,,,RB,0.22
231,35,,1992-06-19,2016,3,,,,46,,,C.J. Mosley,ILB,,,,,,7.0,2014,,232,,,,,,17,1,2008,LB,0.0
232,19,,1990-04-23,2016,,,,,59,,7,Aaron Williams,DB,,,,,,,2011,0,,,,,,95,34,2,2008,DB,0.39
233,7,,1991-05-06,2016,,,,,30,7,,Joe Thomas,LB,,,,,,,2015,,,,,,,,,,,LB,0.0
234,18,,1992-06-10,2016,1,,,,48,,,Anthony Hitchens,OLB,,,,,,3.5,2014,,144,,,,,,119,4,2008,LB,0.0
235,20,,1992-07-16,2016,,,,379.3,46,,,Jordan Matthews,WR,,225,,,,,2014,19,,,,,11.9,2673,42,2,2008,WR,0.04
236,21,,1988-07-01,2016,,,,,77,,9,Major Wright,DB,,,,,,,2010,3,,,,,,151,75,3,2008,DB,0.26
237,1,,1989-03-31,2014,,,,,7,1,,Chase Minnifield,DB,,,,,,,2012,,,,,,,,,,,DB,0.12
238,1,,1989-12-12,2013,,,,26.3,13,,,Juron Criner,WR,,19,,,,,2012,1,,,,,9.6,183,168,5,2008,WR,0.38
239,1,,1992-04-01,2016,,,,,18,,,Owamagbe Odighizuwa,DE,,,,,,,2015,,,,,,,,74,3,2008,DL,0.75
240,5,,1990-09-30,2016,,,,,25,10,,Ryan Groy,OG,,,,,,,2014,,,,,,,,,,,OL,0.0
242,1,,1992-01-29,2015,,,,,9,,,Kurtis Drummond,S,,,,,,,2015,,,,,,,,,,,DB,0.5
243,0,,1991-12-03,2016,,,,,2,,,DeAndre Smelter,WR,,,,,,,2016,,,,,,,,,,,WR,1.0
245,8,,1990-06-27,2016,,,,,41,,4,Bacarri Rambo,FS,,,,,,,2013,0,,,,,,61,191,6,2008,DB,0.09
246,1,,1992-09-13,2016,,,,22.3,18,,,Darren Waller,WR,,12,,,,,2015,2,,,,,8.6,103,204,6,2008,WR,0.62
247,1,,1988-05-09,2014,,,,,12,2,,Ras-I Dowling,DB,,,,,,,2011,,,,,,,,33,2,2008,DB,0.48
248,1,,1989-03-29,2012,,,,,6,,,Lee Ziemba,OL,,,,,,,2011,,,,,,,,244,7,2008,OL,1.0
250,8,,1980-05-20,2014,,,,107.0,179,,,Kassim Osgood,WR,,45,,,,,2003,5,,,,,17.0,766,,,,WR,0.06
251,54,,1985-03-28,2016,9,,,,130,,,Chris Long,DE,,,,,,58.5,2008,,217,,,,,,2,1,2008,DL,0.15
252,15,,1986-01-15,2013,,,,281.1,72,,,Fred Davis,TE,,162,,,,,2008,13,,,,,12.6,2043,48,2,2008,TE,0.06
253,11,,1992-07-12,2016,,,,136.6,42,,,Albert Wilson,WR,,82,,,,,2014,4,,,,,12.1,990,,,,WR,0.12
254,9,,1990-11-09,2016,,,,167.5,37,,,Christine Michael,RB,,,,,254,,2013,7,,,,4.3,,1080,62,2,2008,RB,0.08
255,99,,1982-11-22,2016,21,,,,167,,,Derrick Johnson,LB,,,,,,27.5,2005,,890,,,,,,205,6,2008,LB,0.24
256,36,,1990-12-21,2016,2,,,,75,,,Michael Brockers,DT,,,,,,14.5,2012,,123,,,,,,14,1,2008,DL,0.0
257,38,,1981-11-12,2011,,,,,100,,13,Gibril Wilson,DB,,,,,,,2004,0,,,,,,117,136,5,2008,DB,0.33
258,9,,1991-09-08,2016,2,,,,54,,,Abry Jones,DT,,,,,,5.5,2013,,65,,,,,,,,,DL,0.05
260,1,,1988-06-22,2015,,,,,4,2,,James Sample,SS,,,,,,,2015,,,,,,,,104,4,2008,DB,0.88
263,1,,1986-11-15,2012,,,,,23,,,Coye Francies,DB,,,,20,,,2009,0,,,,,,475,191,6,2008,DB,0.06
264,0,,1990-10-18,2016,,,,1.7,6,,,Tony Washington,WR,,,,,1,,2015,0,,,,8.0,,8,,,,WR,0.75
265,29,,1982-06-17,2015,,,,,176,,7,Will Allen,DB,,,,,,,2004,0,,,,,,86,111,4,2008,DB,0.56
266,58,,1986-07-25,2016,6,,,,131,,,Ahtyba Rubin,NT,,,,,,15.0,2008,,257,,,,,,190,6,2008,DL,0.11
267,2,,1988-03-07,2015,,,,,39,4,,Larry Asante,DB,,,,,,,2010,,,,,,,,160,5,2008,DB,0.12
268,15,,1990-03-17,2016,1,,,,67,,,Lawrence Guy,DT,,,,,,6.5,2012,,69,,,,,,,,,DL,0.33
269,6,,1987-07-29,2014,4,,,,65,,,Victor Butler,LB,,,,,,11.0,2009,,51,,,,,,110,4,2008,LB,0.27
270,75,,1981-05-27,2013,6,,,,153,,,Nick Barnett,LB,,,,,,20.5,2003,,732,,,,,,29,1,2008,LB,0.16
271,31,,1988-06-16,2016,,,,,90,,9,Kendrick Lewis,DB,,,,,,,2010,2,,,,,,198,136,5,2008,DB,0.19
272,29,,1987-04-12,2014,,,,,78,,7,Louis Delmas,DB,,,,,,,2009,2,,,,,,255,33,2,2008,DB,0.3
273,8,,1989-08-21,2012,,,,163.1,26,,,Titus Young,WR,,81,,,,,2011,10,,,,,12.2,990,44,2,2008,WR,0.31
274,15,,1989-07-14,2016,7,,,,67,,,Andre Branch,DE,,,,,,19.5,2012,,96,,,,,,38,2,2008,DL,0.19
275,0,,1991-07-31,2015,,,,,4,,,Louis Nix,DT,,,,,,,2015,,,,,,,,,,,DL,1.0
276,3,,1988-12-15,2015,,,,,20,4,,David Molk,C,,,,,,,2012,,,,,,,,226,7,2008,OL,0.94
277,18,,1991-12-26,2016,,,,,32,32,,Brandon Scherff,OT,,,,,,,2015,,,,,,,,5,1,2008,OL,0.0
278,1,,1989-02-23,2015,11,,,598.7,13,,,Michael Bennett,DT,,,,,842,45.5,2015,13,190,,,4.4,,3703,180,6,2008,DL,1.0
279,2,,1991-07-06,2016,,,,,23,2,,Nat Berhe,SS,,,,,,,2014,,,,,,,,152,5,2008,DB,0.42
280,12,,1991-05-13,2016,,,,,24,,5,Jason Verrett,CB,,,,,,,2014,1,,,,,,68,25,1,2008,DB,0.38
281,11,,1987-07-23,2016,,,,,108,,3,David Bruton,DB,,,,,,,2009,0,,,,,,9,114,4,2008,DB,0.08
282,1,,1985-06-06,2010,,,,29.5,11,,,Chris Henry,RB,,,,,32,,2007,2,,,,3.8,,122,50,2,2008,RB,0.0
283,5,,1990-07-16,2013,,,,120.4,17,,,Vick Ballard,RB,,,,,224,,2012,2,,,,3.9,,877,170,5,2008,RB,0.67
284,26,,1986-08-04,2016,,,,515.9,75,,,Joique Bell,RB,,,,,564,,2010,22,,,,4.0,,2241,,,,RB,0.08
285,0,,1992-07-25,2016,,,,,5,,,Dean Marlowe,S,,,,,,,2015,,,,,,,,,,,DB,0.94
286,40,,1987-05-12,2016,2,,,,110,,,Tyson Alualu,DT,,,,,,17.5,2010,,177,,,,,,10,1,2008,DL,0.0
287,65,,1985-03-11,2016,,,,1047.5,158,,,Greg Olsen,TE,,622,,,,,2007,52,,,,,11.8,7365,31,1,2008,TE,0.0
289,18,,1988-03-27,2014,5,,,,64,,,Junior Galette,DE,,,,,,31.5,2010,,88,,,,,,,,,DL,0.22
290,104,,1985-03-21,2016,,,,1943.2,123,,,Adrian Peterson,RB,,,,,2418,,2007,97,,,,4.9,,11747,7,1,2008,RB,0.29
291,1,,1990-04-26,2016,,,,30.8,35,,,Zach Line,FB,,7,,,13,,2013,1,,,,1.9,14.7,103,,,,FB,0.25
292,2,,1989-01-01,2014,,,,,26,,,Marvin Austin,DL,,,,,,,2012,,,,,,,,,,,DL,0.56
293,34,,1977-01-16,2010,7,,,,124,,,Mark Simoneau,LB,,,,,,7.0,2000,,303,,,,,,67,3,2008,LB,0.53
294,21,,1989-11-22,2016,1,,,,61,,,Tyrone Crawford,DE,,,,,,12.5,2012,,80,,,,,,81,3,2008,DL,0.38
295,25,,1987-09-03,2016,5,,,,78,,,Brandon Spikes,LB,,,,,,2.0,2010,,210,,,,,,62,2,2008,LB,0.1
296,4,,1992-09-11,2016,2,,,,49,,,Damontre Moore,DE,,,,,,10.0,2013,,52,,,,,,81,3,2008,DL,0.08
297,1,61.3,1988-05-10,2012,,,,11.6,2,,1,Greg McElroy,QB,0-1-0,,,,,,2012,1,,,,6.9,,214,,,,QB,0.53
298,16,,1988-12-09,2015,,,,327.6,56,,,Denarius Moore,WR,,142,,,,,2011,17,,,,,15.3,2169,148,5,2008,WR,0.16
299,155,,1978-11-17,2014,,,,1918.5,211,,,Reggie Wayne,WR,,1070,,,,,2001,82,,,,,13.4,14345,30,1,2008,WR,0.16
302,0,,1994-04-22,2016,,,,,12,,,Lorenzo Doss,CB,,,,,,,2015,,,,,,,,164,5,2008,DB,0.0
303,6,,1992-12-14,2015,,,,,13,9,,Tre' Jackson,OG,,,,,,,2015,,,,,,,,111,4,2008,OL,1.0
304,20,,1979-05-14,2010,4,,,,100,,,Jamie Winborn,LB,,,,,,10.0,2001,,276,,,,,,47,2,2008,LB,0.09
305,94,,1976-06-17,2012,10,,,,198,,,Mike Peterson,LB,,,,,,21.5,1999,,885,,,,,,,,,LB,0.03
306,0,,1987-09-18,2014,,,,,17,,,A.J. Edds,LB,,,,,,,2011,,,,,,,,,,,LB,0.48
307,1,,1990-04-09,2012,,,,16.8,5,,,Ryan Williams,RB,,,,,58,,2012,0,,,,2.8,,164,,,,RB,0.84
309,18,,1985-01-08,2013,,,,,60,,12,Terrell Thomas,DB,,,,,,,2008,1,,,,,,221,63,2,2008,DB,0.5
310,19,,1991-12-08,2016,,,,,62,,8,David Amerson,CB,,,,,,,2013,2,,,,,,73,51,2,2008,DB,0.0
311,36,63.3,1990-02-12,2016,,,,684.3,42,,26,Robert Griffin,QB,15-25-0,,,,,,2012,42,,,,7.4,,8983,203,6,2008,QB,0.28
313,35,,1983-09-26,2015,5,,,,123,,,James Anderson,LB,,,,,,12.0,2006,,420,,,,,,88,3,2008,LB,0.03
315,0,,1988-09-02,2013,,,,,8,,,Devon Wylie,WR,,,,14,,,2012,0,,,,,,285,107,4,2008,WR,0.44
316,12,,1991-09-02,2016,,,,,41,26,,Matt Elam,SS,,,,,,,2013,,,,,,,,32,1,2008,DB,0.48
317,20,,1984-02-06,2010,0,,,,58,,,Keith Ellison,LB,,,,,,2.0,2006,,164,,,,,,178,6,2008,LB,0.5
318,55,,1976-06-23,2013,,,,768.1,152,,,Brandon Stokley,WR,,397,,,,,1999,39,,,,,13.4,5339,,,,WR,0.18
319,36,,1985-03-22,2016,,,,,93,75,,Kory Lichtensteiger,C,,,,,,,2008,,,,,,,,108,4,2008,OL,0.35
320,97,,1984-01-21,2016,10,,,,154,,,David Harris,LB,,,,,,35.0,2007,,708,,,,,,47,2,2008,LB,0.0
321,1,,1993-06-01,2016,,,,,2,2,,P.J. Williams,CB,,,,,,,2016,,,,,,,,,,,DB,0.94
322,66,,1981-01-17,2012,10,,,,157,,,Bradie James,LB,,,,,,16.0,2003,,561,,,,,,103,4,2008,LB,0.02
323,10,59.9,1990-11-22,2016,,,,294.8,36,,22,Brock Osweiler,QB,13-8-0,,,,,,2012,26,,,,6.2,,5083,57,2,2008,QB,0.03
324,8,,1993-05-18,2016,1,,,,30,,,Shane Ray,DE,,,,,,12.0,2015,,48,,,,,,23,1,2008,DL,0.12
325,3,,1987-06-22,2013,,,,80.0,27,,,Delone Carter,RB,,,,,133,,2011,5,,,,3.8,,499,119,4,2008,RB,0.12
326,3,,1981-08-22,2011,,,,72.9,97,,,Kris Wilson,TE,,52,,,,,2004,5,,,,,8.6,446,61,2,2008,TE,0.06
327,4,,1987-12-12,2015,,,,61.7,42,,,Anthony McCoy,TE,,31,,,,,2010,3,,,,,14.1,437,185,6,2008,TE,0.67
329,0,,1983-09-30,2010,,,,,5,,,Taj Smith,WR,,,,,,,2010,,,,,,,,,,,WR,0.0
330,43,,1979-04-18,2013,5,,,,163,,,Justin Bannan,DT,,,,,,6.5,2002,,218,,,,,,139,5,2008,DL,0.03
331,76,59.7,1982-11-24,2016,,,,1657.2,127,,133,Ryan Fitzpatrick,QB,46-69-1,,,,,,2005,166,,,,6.7,,25888,250,7,2008,QB,0.04
332,44,,1988-01-14,2015,,,,691.9,92,,,Hakeem Nicks,WR,,356,,,,,2009,31,,,,,14.3,5081,29,1,2008,WR,0.1
333,36,,1987-01-17,2016,2,,,,84,,,Koa Misi,LB,,,,,,12.0,2010,,253,,,,,,40,2,2008,LB,0.29
334,2,,1992-02-04,2016,,,,,28,,,Derron Smith,FS,,,,,,,2015,,,,,,,,197,6,2008,DB,0.19
335,8,,1984-12-29,2010,,,,,29,,3,Chris Horton,DB,,,,,,,2008,0,,,,,,13,249,7,2008,DB,0.53
337,1,,1991-12-26,2015,,,,,9,1,,Jackson Jeffcoat,DE,,,,,,,2014,,,,,,,,,,,DL,0.31
338,0,,1991-02-22,2015,,,,,1,,,Reid Fragel,OT,,,,,,,2015,,,,,,,,,,,OL,0.38
339,61,,1988-02-25,2016,6,,,,94,,,Gerald McCoy,DT,,,,,,42.0,2010,,168,,,,,,3,1,2008,DL,0.19
340,4,,1988-03-11,2015,,,,,26,2,,Mike Mohamed,LB,,,,,,,2011,,,,,,,,189,6,2008,LB,0.42
341,11,,1988-09-16,2015,,,,184.2,45,,,Kendall Hunter,RB,,,,,263,,2011,7,,,,4.6,,1204,115,4,2008,RB,0.65
342,0,,1988-05-02,2012,,,,1.5,6,,,Shaun Chapas,RB,,2,,,,,2011,0,,,,,7.5,15,220,7,2008,RB,0.0
343,43,,1984-10-14,2014,10,,,,103,,,LaRon Landry,DB,,,,,,8.0,2007,,474,,,,,,6,1,2008,DB,0.22
345,54,,1984-03-03,2014,,,,812.9,112,,,Santonio Holmes,WR,,389,,,,,2006,36,,,,,15.5,6030,25,1,2008,WR,0.27
346,3,,1991-06-09,2016,,,,73.8,23,,,Kerwynn Williams,RB,,,,,98,,2013,3,,,,5.6,,545,230,7,2008,RB,0.0
349,2,,1993-08-16,2016,,,,2.3,29,,,Jake Fisher,OT,,2,,,,,2015,0,,,,,21.5,43,53,2,2008,OL,0.09
350,11,,1983-07-05,2010,,,,,75,,4,Aaron Francisco,DB,,,,,,,2005,0,,,,,,71,,,,DB,0.19
351,0,,1991-01-25,2015,,,,,1,,,Tyler Starr,OLB,,,,,,,2015,,,,,,,,,,,LB,0.81
352,10,,1984-10-09,2012,,,,,48,11,,Jamey Richard,C,,,,,,,2008,,,,,,,,236,7,2008,OL,0.44
353,25,,1990-01-11,2016,2,,,,78,,,Malik Jackson,DT,,,,,,21.0,2012,,136,,,,,,137,5,2008,DL,0.0
354,6,,1992-02-24,2016,2,,,,38,,,Dominique Easley,DT,,,,,,6.5,2014,,39,,,,,,29,1,2008,DL,0.31
355,39,,1988-09-19,2016,,,,666.5,104,,,Kenny Britt,WR,,309,,,,,2009,30,,,,,15.8,4881,30,1,2008,WR,0.19
356,22,,1990-02-06,2016,,,,361.9,78,,,Jacquizz Rodgers,RB,,,,,448,,2011,7,,,,3.8,,1717,145,5,2008,RB,0.29
357,12,,1989-04-26,2016,2,,,,73,,,Kyle Wilber,OLB,,,,,,3.5,2012,,63,,,,,,113,4,2008,LB,0.03
358,0,,1986-11-12,2012,,,,,12,,,Kerry Meier,WR,,,,,,,2011,,,,,,,,,,,WR,0.12
359,2,,1987-03-18,2012,,,,19.5,27,,,Cameron Morrah,TE,,16,,,,,2009,0,,,,,12.1,194,248,7,2008,TE,0.44
360,1,,1993-02-17,2016,,,,21.7,17,,,Nick Boyle,TE,,24,,,,,2015,0,,,,,8.2,197,171,5,2008,TE,0.06
361,0,,1992-11-30,2015,,,,,3,,,Doran Grant,CB,,,,,,,2015,,,,,,,,121,4,2008,DB,0.06
362,4,,1990-02-10,2016,1,,,,20,,,Howard Jones,LB,,,,,,5.0,2015,,10,,,,,,,,,LB,0.5
363,0,,1991-09-05,2014,,,,,11,,,Ahmad Dixon,SS,,,,,,,2014,,,,,,,,248,7,2008,DB,0.19
364,3,,1993-01-21,2016,,,,,25,2,,Jordan Richards,SS,,,,,,,2015,,,,,,,,64,2,2008,DB,0.0
365,6,,1989-04-06,2016,,,,,62,4,,Chris Carter,DL,,,,,,,2011,,,,,,,,162,5,2008,DL,0.19
366,1,,1991-02-22,2016,,,,,15,1,,Taylor Hart,DE,,,,,,,2015,,,,,,,,,,,DL,0.12
367,26,,1987-06-10,2012,3,,,,87,,,Amobi Okoye,DT,,,,,,16.0,2007,,118,,,,,,10,1,2008,DL,0.33
368,9,,1988-03-17,2015,,,,121.7,65,,,Rob Housler,TE,,109,,,,,2011,1,,,,,10.7,1166,69,3,2008,TE,0.19
369,54,,1987-08-13,2016,,,,,107,,,Devin McCourty,DB,,,,40,,,2010,1,,,,,,846,27,1,2008,DB,0.06
371,40,,1981-10-18,2012,,,,,119,,13,Madieu Williams,DB,,,,,,,2004,2,,,,,,149,56,2,2008,DB,0.06
372,3,,1987-08-27,2012,,,,68.0,17,,,David Gettis,WR,,37,,,,,2010,3,,,,,13.7,508,198,6,2008,WR,0.83
373,19,,1978-11-07,2010,2,,,,127,,,Coy Wire,DB,,,,,,5.0,2002,,182,,,,,,97,3,2008,DB,0.06
374,31,,1991-11-22,2016,,,,527.3,55,,,Giovani Bernard,RB,,,,,583,,2013,14,,,,4.2,,2442,37,2,2008,RB,0.19
375,5,,1984-06-30,2010,,,,,46,6,,Tyron Brackenridge,DB,,,,,,,2007,,,,,,,,,,,DB,0.0
376,23,,1993-06-14,2016,,,,,45,41,,Trai Turner,OG,,,,,,,2014,,,,,,,,92,3,2008,OL,0.06
377,1,,1991-03-20,2016,1,,,,10,,,Obum Gwacham,DE,,,,,,2.5,2015,,3,,,,,,209,6,2008,DL,0.81
378,1,,1987-02-15,2012,,,,13.9,8,,,Jeremiah Johnson,RB,,7,,,14,,2011,0,,,,5.5,8.9,62,,,,RB,0.38
379,2,,1994-01-25,2016,,,,47.2,18,,,Jaelen Strong,WR,,28,,,,,2015,3,,,,,10.4,292,70,3,2008,WR,0.25
380,20,,1987-09-07,2016,,,,,81,,10,Patrick Robinson,DB,,,,,,,2010,1,,,,,,159,32,1,2008,DB,0.23
381,4,,1991-03-07,2016,,,,,33,,2,Steve Williams,CB,,,,,,,2014,0,,,,,,6,,,,DB,0.4
382,13,,1986-10-11,2014,,,,,54,,3,Jamar Chaney,LB,,,,,,,2010,0,,,,,,25,220,7,2008,LB,0.0
384,23,,1990-01-01,2016,,,,,69,,16,Trumaine Johnson,CB,,,,,,,2012,2,,,,,,245,65,3,2008,DB,0.19
385,35,,1989-01-06,2016,5,,,,91,,,Derrick Morgan,DE,,,,,,36.5,2010,,173,,,,,,16,1,2008,DL,0.22
386,6,,1982-10-31,2011,0,,,,49,,,Tim Bulman,DT,,,,,,4.0,2005,,38,,,,,,,,,DL,0.16
387,5,,1984-09-01,2015,,,,108.4,109,,,Craig Stevens,TE,,60,,,,,2008,6,,,,,12.1,724,85,3,2008,TE,0.21
388,8,,1986-05-20,2014,,,,158.4,53,,,Chris Ogbonnaya,RB,,96,,,158,,2009,2,,,,4.5,7.4,714,211,7,2008,RB,0.02
389,12,,1989-03-04,2016,4,,,,69,,,Derrick Shelby,DE,,,,,,9.0,2012,,82,,,,,,,,,DL,0.12
390,58,,1987-07-24,2016,9,,,,99,,,Brian Cushing,LB,,,,,,12.0,2009,,420,,,,,,15,1,2008,LB,0.2
391,7,,1992-08-05,2016,,,,,22,13,,Kevin Johnson,CB,,,,,,,2015,,,,,,,,16,1,2008,DB,0.31
393,28,,1976-09-06,2012,4,,,,142,,,Brendon Ayanbadejo,LB,,,,,,4.5,2003,,189,,,,,,,,,LB,0.28
394,30,,1987-11-16,2016,,,,,82,68,,Derek Newton,OL,,,,,,,2011,,,,,,,,214,7,2008,OL,0.11
395,3,,1986-02-14,2012,,,,,29,2,,Jason Phillips,LB,,,,,,,2010,,,,,,,,,,,LB,0.64
397,5,,1993-07-26,2016,,,,,15,14,,La'el Collins,OT,,,,,,,2015,,,,,,,,,,,OL,0.44
398,29,,1988-06-16,2016,,,,486.6,105,,,Jermaine Gresham,TE,,335,,,,,2010,27,,,,,10.0,3336,21,1,2008,TE,0.07
399,11,,1984-04-23,2012,0,,,,47,,,Ryan McBean,DT,,,,,,4.0,2007,,49,,,,,,132,4,2008,DL,0.56
400,2,,1989-04-02,2013,,,,,28,2,,Jerron McMillian,SS,,,,,,,2012,,,,,,,,133,4,2008,DB,0.0
401,29,62.3,1989-08-03,2016,,,,566.0,43,,14,Tyrod Taylor,QB,14-14-0,,,,,,2011,37,,,,7.4,,6257,180,6,2008,QB,0.12
402,3,,1991-03-06,2016,,,,,20,5,,Tharold Simon,CB,,,,,,,2014,,,,,,,,,,,DB,0.77
403,11,,1988-03-03,2016,3,,,,89,,,Dekoda Watson,LB,,,,,,4.0,2010,,80,,,,,,217,7,2008,LB,0.11
404,83,,1981-09-12,2014,,,,,136,136,,Nick Hardwick,C,,,,,,,2004,,,,,,,,66,3,2008,OL,0.44
405,6,,1991-02-18,2016,,,,115.9,56,,,Dion Sims,TE,,74,,,,,2013,8,,,,,9.4,699,106,4,2008,TE,0.11
406,1,,1986-12-02,2012,,,,,19,,,Mardy Gilyard,WR,,,,16,,,2010,0,,,,,,356,99,4,2008,WR,0.16
408,38,,1983-03-06,2013,,,,,118,,11,Michael Huff,DB,,,,,,,2006,0,,,,,,75,7,1,2008,DB,0.06
409,9,,1988-10-06,2015,,,,129.0,60,,,Andrew Quarless,TE,,89,,,,,2010,6,,,,,10.6,940,154,5,2008,TE,0.31
410,5,,1991-06-15,2013,,,,84.6,21,,,David Wilson,RB,,,,,115,,2012,5,,,,4.4,,504,32,1,2008,RB,0.84
411,1,,1992-04-08,2016,,,,,4,2,,Chaz Green,OT,,,,,,,2016,,,,,,,,,,,OL,0.88
413,15,,1991-11-12,2016,,,,330.5,42,,,Allen Hurns,WR,,150,,,,,2014,19,,,,,14.6,2185,,,,WR,0.1
414,19,,1990-01-18,2016,,,,407.7,45,,,Latavius Murray,RB,,,,,543,,2014,20,,,,4.2,,2278,,,,RB,0.28
415,4,,1992-06-26,2016,,,,52.4,17,,,Jace Amaro,TE,,41,,,,,2014,2,,,,,9.9,404,49,2,2008,TE,0.4
416,2,,1989-02-01,2012,,,,,27,,,Doug Hogue,LB,,,,,,,2011,,,,,,,,157,5,2008,LB,0.0
417,0,,1992-05-16,2016,,,,0.4,14,,,Randall Telfer,TE,,2,,,,,2016,0,,,,,2.0,4,,,,TE,0.53
418,3,,1992-02-28,2016,,,,,17,6,,Jamil Douglas,OG,,,,,,,2015,,,,,,,,114,4,2008,OL,0.0
419,21,,1989-09-09,2016,,,,,67,,16,Casey Hayward,DB,,,,,,,2012,2,,,,,,296,62,2,2008,DB,0.27
420,1,,1985-05-03,2013,,,,,24,,,Corvey Irvin,DT,,,,,,,2010,,,,,,,,,,,DL,1.0
421,5,,1989-01-18,2016,,,,,78,2,,Tank Carder,ILB,,,,,,,2012,,,,,,,,147,5,2008,LB,0.02
422,1,,1992-08-20,2015,,,,,6,2,,Neiron Ball,OLB,,,,,,,2015,,,,,,,,161,5,2008,LB,0.81
423,6,,1991-02-08,2016,0,,,,31,,,Jordan Hill,DT,,,,,,7.0,2013,,31,,,,,,87,3,2008,DL,0.27
424,9,,1982-09-04,2010,,,,142.8,67,,,Hank Baskett,WR,,77,,,,,2006,6,,,,,14.3,1098,,,,WR,0.06
425,6,,1991-08-03,2016,,,,,20,11,,Henry Anderson,DE,,,,,,,2015,,,,,,,,93,3,2008,DL,0.31
426,45,59.5,1982-11-14,2014,,,,1011.2,87,,69,Kyle Orton,QB,42-40-0,,,,,,2005,101,,,,6.7,,18037,106,4,2008,QB,0.06
427,71,,1981-10-21,2016,11,,,,186,,,Antonio Smith,DE,,,,,,47.5,2004,,238,,,,,,135,5,2008,DL,0.0
428,14,,1988-12-07,2015,,,,301.8,57,,,Roy Helu,RB,,138,,,272,,2011,4,,,,4.3,8.9,1227,105,4,2008,RB,0.09
429,3,,1990-06-17,2016,,,,,48,,,Arthur Brown,OLB,,,,,,,2013,,,,,,,,56,2,2008,LB,0.06
430,34,,1982-08-29,2014,,,,461.1,126,,,Leon Washington,RB,,,,,487,,2006,16,,,,4.7,,2271,117,4,2008,RB,0.35
431,40,,1981-07-15,2010,10,,,,98,,,Pisa Tinoisamoa,LB,,,,,,11.0,2003,,395,,,,,,43,2,2008,LB,0.56
432,10,,1990-08-30,2015,1,,,,38,,,Bjoern Werner,DE,,,,,,6.5,2013,,57,,,,,,24,1,2008,DL,0.12
433,11,,1992-02-23,2016,,,,,26,,2,E.J. Gaines,CB,,,,,,,2014,0,,,,,,0,188,6,2008,DB,0.53
434,18,,1988-12-20,2016,1,,,,45,,,Jaye Howard,DT,,,,,,7.5,2012,,87,,,,,,114,4,2008,DL,0.25
435,12,,1991-04-27,2016,,,,228.8,45,,,Alfred Blue,RB,,,,,452,,2014,5,,,,3.6,,1646,181,6,2008,RB,0.04
436,52,,1989-02-28,2016,11,,,,95,,,Jason Pierre-Paul,DE,,,,,,50.0,2010,,261,,,,,,15,1,2008,DL,0.17
437,40,,1985-03-11,2015,,,,,126,,,Josh Wilson,DB,,,,100,,,2007,1,,,,,,2467,55,2,2008,DB,0.14
438,125,,1982-04-03,2015,32,,,,187,,,Jared Allen,DE,,,,,,136.0,2004,,498,,,,,,126,4,2008,DL,0.02
439,17,,1985-10-02,2012,,,,277.7,54,,,Brandon Jackson,RB,,,,,355,,2007,7,,,,3.9,,1383,63,2,2008,RB,0.62
440,18,,1991-09-14,2016,,,,321.7,56,,,Ronnie Hillman,RB,,,,,494,,2012,12,,,,4.0,,1976,67,3,2008,RB,0.11
441,116,65.3,1980-04-21,2016,,,,2167.5,156,,117,Tony Romo,QB,78-49-0,,,,,,2004,248,,,,7.9,,34183,,,,QB,0.25
442,0,,1989-07-22,2012,,,,,,,,Matt Johnson,SS,,,,,,,2012,,,,,,,,135,4,2008,DB,1.0
443,1,,1991-05-06,2014,,,,12.1,10,,,Josh Boyce,WR,,9,,,,,2013,0,,,,,13.4,121,102,4,2008,WR,0.12
